pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,2023-07-09,93.9,-0.89,5.97,"Acuña Jr., Ronald",660670,641793,field_out,hit_into_play,,,,,5,"Ronald Acuna Jr.  grounds out, second baseman Taylor Walls to first baseman Jonathan Aranda.",R,R,R,TB,ATL,X,4.0,ground_ball,3,2,2023,-0.7,1.4,0.12,2.73,,,,0,6,Top,152.25,145.95,,,542194,,,4.177098789135058,-136.589544450074,-5.775376819733068,-9.651534910693782,29.767945390783705,-13.518320069149592,3.56,1.63,15.0,105.8,-10.0,94.2,2113.0,6.4,717429,641793,542194,666018,670764,670623,677551,668227,642350,670042,54.06,0.32,0.288,0.0,1.0,0.0,0.0,2.0,45,6,4-Seam Fastball,8,2,2,8,2,8,2,8,Standard,Standard,208.0,0.006,-0.317
ST,2023-07-09,78.4,-2.38,6.06,"Acuña Jr., Ronald",660670,621107,field_out,hit_into_play,,,,,14,"Ronald Acuna Jr.  grounds out, second baseman Taylor Walls to first baseman Jonathan Aranda.",R,R,R,TB,ATL,X,4.0,ground_ball,1,1,2023,0.96,0.16,1.31,1.71,,,,0,1,Top,126.54,136.12,,,542194,,,6.195951102868232,-114.02456983327036,-2.8041569425851014,7.1833661789885,21.894084763606337,-30.487352342476186,3.56,1.63,19.0,81.1,-4.0,78.2,2442.0,6.3,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,54.25,0.157,0.15,0.0,1.0,0.0,0.0,2.0,1,3,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,63.0,0.022,-0.228
CH,2023-07-09,86.8,-2.12,6.03,"Albies, Ozzie",645277,621107,single,hit_into_play,,,,,4,Ozzie Albies singles on a ground ball to right fielder Luke Raley.,R,L,R,TB,ATL,X,9.0,ground_ball,2,2,2023,-0.76,0.3,-0.4,2.58,,,,0,4,Top,174.78,135.03,,,542194,,,5.705148928590075,-126.3658683186194,-2.7778732357978573,-9.241593825232425,22.99502735264192,-28.582113658594608,3.19,1.57,46.0,90.2,0.0,87.8,1521.0,6.6,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,53.86,0.3,0.293,0.9,1.0,1.0,0.0,2.0,26,8,Changeup,4,0,0,4,0,4,0,4,Infield shade,Standard,231.0,-0.029,0.412
FF,2023-07-09,93.3,-0.79,6.13,"Albies, Ozzie",645277,641793,field_out,hit_into_play,,,,,2,Ozzie Albies pops out to shortstop Wander Franco.,R,L,R,TB,ATL,X,6.0,popup,2,0,2023,-0.18,1.54,-0.19,3.0,,,,1,6,Top,108.47,145.19,,,542194,,,1.93836110021704,-135.7613740401368,-5.668729073985374,-2.6591062760705806,30.44603712449581,-12.083054744871635,3.19,1.57,147.0,77.0,64.0,93.3,2039.0,6.3,717429,641793,542194,666018,670764,670623,677551,668227,642350,670042,54.16,0.014,0.018,0.0,1.0,0.0,0.0,3.0,46,3,4-Seam Fastball,8,2,2,8,2,8,2,8,Infield shade,Standard,211.0,0.004,-0.235
SI,2023-07-09,93.1,-2.1,5.93,"Albies, Ozzie",645277,621107,strikeout,swinging_strike,,,,,4,Ozzie Albies strikes out swinging.,R,L,R,TB,ATL,S,2.0,,0,2,2023,-1.29,0.65,-0.28,2.66,,,,1,1,Top,,,,,542194,,,7.5392915534534275,-135.3420373111828,-4.043110491448295,-17.529983234578314,30.18163811459324,-23.44222416686739,3.19,1.57,,,,93.3,2071.0,6.5,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,53.99,,,0.0,1.0,0.0,0.0,,2,3,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,229.0,0.015,-0.107
FF,2023-07-09,94.4,-1.35,5.85,"Albies, Ozzie",645277,592094,field_out,hit_into_play,,,,,8,Ozzie Albies flies out to right fielder Luke Raley.,R,L,R,TB,ATL,X,9.0,fly_ball,0,0,2023,-0.73,1.5,-0.27,1.95,,,,0,8,Top,191.98,89.4,,,542194,,,4.471047123673445,-137.25137706662505,-7.82976439235628,-10.144927838092832,29.27422429476391,-11.734600387537602,3.19,1.57,316.0,86.9,37.0,95.1,2504.0,6.7,717429,592094,542194,666018,670764,670623,677551,668227,642350,670042,53.81,0.009,0.008,0.0,1.0,0.0,0.0,3.0,61,1,4-Seam Fastball,8,4,4,8,4,8,4,8,Infield shade,Standard,217.0,0.012,-0.238
SI,2023-07-09,92.7,-2.05,5.77,"Olson, Matt",621566,621107,grounded_into_double_play,hit_into_play,,,,,9,"Matt Olson grounds into a double play, second baseman Taylor Walls to shortstop Wander Franco to first baseman Jonathan Aranda.   Ozzie Albies scores.    Austin Riley out at 2nd.    Matt Olson out at 1st.",R,L,R,TB,ATL,X,4.0,ground_ball,2,2,2023,-1.34,0.19,0.3,2.19,645277.0,,663586.0,0,4,Top,163.4,152.03,,,542194,,,9.004308837679151,-134.63015596709712,-3.78359289101222,-18.30995040970007,29.41310393404393,-29.19501601617128,3.52,1.7,115.0,106.2,6.0,93.2,2126.0,6.7,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,53.8,0.657,0.618,0.0,1.0,0.0,0.0,4.0,28,6,Sinker,4,0,0,4,1,4,1,4,Infield shade,Standard,221.0,0.073,-0.452
FF,2023-07-09,94.5,-0.73,6.18,"Olson, Matt",621566,641793,double,hit_into_play,,,,,1,Matt Olson doubles (17) on a sharp line drive to left fielder Randy Arozarena.   Austin Riley scores.,R,L,R,TB,ATL,X,7.0,line_drive,0,2,2023,-0.85,1.45,-0.33,3.36,,,663586.0,2,6,Top,75.62,45.94,,,542194,,,2.9347721670046742,-137.5067341299239,-4.8884800227819145,-11.387354820466411,31.89925429285197,-12.914824099305031,3.52,1.7,308.0,106.1,14.0,94.5,2112.0,6.4,717429,641793,542194,666018,670764,670623,677551,668227,642350,670042,54.13,0.749,0.791,1.25,1.0,1.0,1.0,5.0,48,3,4-Seam Fastball,8,2,2,8,3,8,3,8,Infield shade,Strategic,209.0,-0.017,0.825
CU,2023-07-09,77.8,-2.34,6.05,"Olson, Matt",621566,621107,field_out,hit_into_play,,,,,8,Matt Olson flies out to left fielder Randy Arozarena.,R,L,R,TB,ATL,X,7.0,fly_ball,0,1,2023,1.08,-0.71,-0.07,1.75,,,,0,2,Top,95.14,110.77,,,542194,,,2.8901899518138565,-113.30167318562272,-0.957089568174067,8.704373462308292,22.43004092005407,-38.30311972455312,3.52,1.7,234.0,87.4,53.0,77.8,2520.0,6.4,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,54.09,0.014,0.014,0.0,1.0,0.0,0.0,3.0,12,2,Curveball,4,0,0,4,0,4,0,4,Infield shade,Standard,62.0,0.016,-0.2
CH,2023-07-09,89.5,-1.32,5.93,"Olson, Matt",621566,592094,field_out,hit_into_play,,,,,2,Matt Olson flies out to center fielder Jose Siri.,R,L,R,TB,ATL,X,8.0,fly_ball,0,0,2023,-1.58,0.36,-0.2,3.15,,,663586.0,1,8,Top,102.2,69.54,,,542194,,,6.130906523771855,-130.19252339876655,-1.6054932040122472,-19.30466970515096,28.15535300275933,-27.909197533532847,3.52,1.7,326.0,87.9,35.0,89.6,2294.0,6.4,717429,592094,542194,666018,670764,670623,677551,668227,642350,670042,54.08,0.029,0.042,0.0,1.0,0.0,0.0,3.0,63,1,Changeup,8,4,4,8,4,8,4,8,Infield shade,Standard,226.0,0.014,-0.303
SI,2023-07-09,92.2,-2.12,5.84,"Riley, Austin",663586,621107,single,hit_into_play,,,,,8,Austin Riley singles on a ground ball to right fielder Luke Raley.   Ozzie Albies to 3rd.,R,R,R,TB,ATL,X,9.0,ground_ball,0,0,2023,-1.46,0.09,-0.2,2.21,,,645277.0,0,4,Top,186.73,105.38,,,542194,,,8.149759748002278,-133.94822997819435,-3.557210356668479,-19.401127911423725,31.06515961796888,-30.48632191573639,3.49,1.66,68.0,94.6,2.0,92.8,1995.0,6.9,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,53.63,0.434,0.4,0.9,1.0,1.0,0.0,4.0,27,1,Sinker,4,0,0,4,0,4,0,4,Standard,Standard,231.0,-0.07,0.678
FF,2023-07-09,93.8,-0.66,6.19,"Riley, Austin",663586,641793,single,hit_into_play,,,,,1,Austin Riley singles on a ground ball to center fielder Jose Siri.,R,R,R,TB,ATL,X,8.0,ground_ball,0,2,2023,-0.81,1.5,-0.47,3.48,,,,2,6,Top,112.19,90.17,,,542194,,,2.283889401567728,-136.59275637932802,-4.623707514970227,-10.625058555816103,31.067173969113902,-12.578325831612888,3.49,1.66,96.0,96.6,5.0,94.0,2133.0,6.4,717429,641793,542194,666018,670764,670623,677551,668227,642350,670042,54.09,0.574,0.522,0.9,1.0,1.0,0.0,4.0,47,4,4-Seam Fastball,8,2,2,8,2,8,2,8,Standard,Standard,209.0,-0.003,0.173
FF,2023-07-09,93.3,-1.83,5.95,"Riley, Austin",663586,621107,strikeout,swinging_strike,,,,,12,Austin Riley strikes out swinging.,R,R,R,TB,ATL,S,2.0,,1,2,2023,-0.65,1.31,0.27,3.97,,,,2,1,Top,,,,,542194,,,6.896533019245884,-135.83281011857093,-2.2832339624521545,-9.581595654279043,28.90860660468019,-15.580333457738876,3.49,1.66,,,,94.1,2177.0,6.7,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,53.82,,,0.0,1.0,0.0,0.0,,3,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,230.0,0.01,-0.074
CH,2023-07-09,90.5,-1.28,5.99,"Riley, Austin",663586,592094,single,hit_into_play,,,,,6,Austin Riley singles on a sharp line drive to center fielder Jose Siri.,R,R,R,TB,ATL,X,8.0,line_drive,2,2,2023,-1.41,0.48,0.72,2.6,,,,1,8,Top,144.31,64.79,,,542194,,,8.020942834204904,-131.52563429549832,-3.5368589592156217,-18.097446781548538,27.93764317344334,-26.01647853251875,3.49,1.66,272.0,108.9,12.0,90.8,2315.0,6.5,717429,592094,542194,666018,670764,670623,677551,668227,642350,670042,53.96,0.886,0.902,0.9,1.0,1.0,0.0,5.0,62,7,Changeup,8,4,4,8,4,8,4,8,Infield shade,Standard,231.0,-0.013,0.284
CU,2023-07-09,79.7,-2.01,6.01,"Ozuna, Marcell",542303,621107,strikeout,swinging_strike_blocked,,,,,14,Marcell Ozuna strikes out swinging.,R,R,R,TB,ATL,S,2.0,,1,2,2023,1.22,-0.71,0.57,0.99,,,,2,4,Top,,,,,542194,,,3.370203760306941,-115.96910888246072,-2.8481503661443703,10.212457134263042,24.70906508318465,-38.17931297713738,3.52,1.76,,,,79.4,2502.0,6.4,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,54.12,,,0.0,1.0,0.0,0.0,,30,4,Curveball,4,2,2,4,2,4,2,4,Standard,Standard,61.0,0.011,-0.074
SL,2023-07-09,87.6,-0.98,6.13,"Ozuna, Marcell",542303,641793,field_out,hit_into_play,,,,,9,Marcell Ozuna grounds out to pitcher Zack Littell.,R,R,R,TB,ATL,X,1.0,ground_ball,0,0,2023,0.08,0.48,0.63,2.19,,,,0,7,Top,137.88,181.23,,,542194,,,3.7395522810091206,-127.49627813522228,-4.355838343681929,0.0218612100039826,27.69412965353813,-26.18565386077893,3.52,1.76,2.0,68.4,-52.0,87.4,2174.0,6.3,717429,641793,542194,666018,670764,670623,677551,668227,642350,670042,54.2,0.28,0.261,0.0,1.0,0.0,0.0,2.0,53,1,Slider,8,3,3,8,3,8,3,8,Standard,Standard,186.0,0.009,-0.238
SI,2023-07-09,93.3,-2.06,5.82,"Ozuna, Marcell",542303,621107,single,hit_into_play,,,,,8,Marcell Ozuna singles on a ground ball to center fielder Jose Siri.,R,R,R,TB,ATL,X,8.0,ground_ball,2,2,2023,-1.4,0.53,-0.11,2.3,,,,2,2,Top,119.8,86.62,,,542194,,,8.15180700055373,-135.52624588922993,-4.398900082414427,-19.10379770328136,32.982193078570134,-24.82091131751956,3.52,1.76,97.0,87.7,6.0,93.4,2151.0,6.7,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,53.78,0.454,0.43,0.9,1.0,1.0,0.0,4.0,14,6,Sinker,4,0,0,4,0,4,0,4,Standard,Standard,224.0,-0.009,0.148
FF,2023-07-09,98.2,-1.0,5.87,"Ozuna, Marcell",542303,596112,strikeout,swinging_strike,,,,,3,Marcell Ozuna strikes out swinging.,R,R,R,TB,ATL,S,2.0,,1,2,2023,-1.17,1.39,0.66,3.4,,,,0,9,Top,,,,,542194,,,7.178254832698395,-142.8097759556789,-4.374466555061975,-17.753347419343733,34.94087800445552,-12.39098061836727,3.52,1.76,,,,97.5,2485.0,6.0,717429,596112,542194,666018,670764,670623,677551,668227,642350,670042,54.46,,,0.0,1.0,0.0,0.0,,71,4,4-Seam Fastball,10,4,4,10,4,10,4,10,Standard,Standard,221.0,0.001,-0.173
CH,2023-07-09,87.4,-1.08,6.14,"Kelenic, Jarred",672284,656232,double,hit_into_play,,,,,7,Jarred Kelenic doubles (22) on a sharp line drive to center fielder Jake Meyers.   Ty France scores.    Teoscar Hernandez scores.,R,L,R,HOU,SEA,X,8.0,line_drive,3,2,2023,-1.47,0.34,-0.4,1.92,664034.0,606192.0,,1,4,Top,156.33,74.05,,,455117,,,4.594093571549719,-127.13531469574257,-4.613722522473235,-16.84802192010648,28.609508712855312,-27.682384389947305,3.51,1.73,183.0,101.1,10.0,85.9,1645.0,5.6,717430,656232,455117,547989,643289,608324,665161,676801,676694,663656,54.95,0.834,0.832,1.25,1.0,1.0,1.0,4.0,25,6,Changeup,0,1,1,0,3,0,3,0,Standard,Standard,232.0,-0.118,1.336
CH,2023-07-09,87.4,-1.23,6.21,"Kelenic, Jarred",672284,656232,field_out,hit_into_play,,,,,5,Jarred Kelenic grounds out to first baseman Jose Abreu.,R,L,R,HOU,SEA,X,3.0,ground_ball,1,1,2023,-1.4,0.43,-0.2,2.36,,,,2,2,Top,159.83,164.87,,,455117,,,5.275468533116273,-127.03790735347336,-3.897937995969514,-16.245561224111754,28.25478037623009,-26.883711985244645,3.51,1.73,6.0,73.0,-22.0,85.8,1774.0,5.5,717430,656232,455117,547989,643289,608324,665161,676801,676694,663656,54.96,0.046,0.041,0.0,1.0,0.0,0.0,2.0,9,3,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,231.0,0.01,-0.1
CH,2023-07-09,89.7,-1.47,4.96,"Kelenic, Jarred",672284,606160,grounded_into_double_play,hit_into_play,,,,,4,"Jarred Kelenic grounds into a double play, shortstop Jeremy Pena to first baseman Jose Abreu.   Teoscar Hernandez to 3rd.    Eugenio Suarez out at 2nd.    Jarred Kelenic out at 1st.",R,L,R,HOU,SEA,X,6.0,ground_ball,3,2,2023,-1.28,0.62,-0.45,2.91,,606192.0,553993.0,0,6,Top,120.75,148.6,,,455117,,,5.316296238616594,-130.48490080820827,-0.3414637014105614,-15.711381296167506,29.332961892789385,-25.307447800386427,3.51,1.73,37.0,106.5,-3.0,91.1,2053.0,7.3,717430,606160,455117,547989,643289,608324,665161,676801,676694,663656,53.22,0.451,0.432,0.0,1.0,0.0,0.0,4.0,41,8,Changeup,0,3,3,0,3,0,3,0,Standard,Standard,233.0,0.041,-0.745
CU,2023-07-09,73.4,-1.27,5.53,"Kelenic, Jarred",672284,664208,field_out,hit_into_play,,,,,5,"Jarred Kelenic grounds out, second baseman Mauricio Dubon to first baseman Jose Abreu.",R,L,R,HOU,SEA,X,4.0,ground_ball,0,0,2023,1.58,-0.87,0.27,2.45,,,,0,9,Top,149.68,159.79,,,455117,,,0.3740152756051703,-106.73858629208426,2.8552023118700536,11.755786983728171,22.856820010037296,-39.582016167760514,3.51,1.73,115.0,91.9,8.0,73.8,3050.0,7.2,717430,664208,455117,547989,643289,608324,665161,676801,676694,663656,53.32,0.571,0.519,0.0,1.0,0.0,0.0,4.0,60,1,Curveball,1,3,3,1,3,1,3,1,Infield shade,Standard,53.0,0.007,-0.238
SI,2023-07-09,91.6,-2.16,5.77,"Harris II, Michael",671739,621107,field_out,hit_into_play,,,,,11,"Michael Harris II grounds out, shortstop Wander Franco to first baseman Jonathan Aranda.",R,L,R,TB,ATL,X,6.0,ground_ball,3,2,2023,-1.52,0.08,-1.02,2.98,,,,2,5,Top,124.59,145.9,,,542194,,,6.216310335720836,-133.25812630759214,-1.2818868835611192,-19.49044903117782,31.98235540600606,-31.17744381861141,3.39,1.53,14.0,76.9,-11.0,91.7,2051.0,6.6,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,53.88,0.077,0.075,0.0,1.0,0.0,0.0,2.0,39,8,Sinker,7,2,2,7,2,7,2,7,Infield shade,Standard,226.0,0.004,-0.13
FC,2023-07-09,88.9,-2.18,5.82,"Harris II, Michael",671739,621107,field_out,hit_into_play,,,,,6,"Michael Harris II grounds out, second baseman Taylor Walls to first baseman Jonathan Aranda.",R,L,R,TB,ATL,X,4.0,ground_ball,3,2,2023,0.24,0.65,0.5,2.24,,,,1,3,Top,152.72,152.83,,,542194,,,6.119789628924338,-129.34293871104165,-4.1485910076618255,1.484776188617425,25.36249094820185,-24.18329329904641,3.39,1.53,10.0,88.6,-12.0,89.8,2228.0,6.7,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,53.8,0.149,0.141,0.0,1.0,0.0,0.0,2.0,20,7,Cutter,4,0,0,4,0,4,0,4,Infield shade,Standard,178.0,0.011,-0.207
FS,2023-07-09,83.7,-0.55,6.31,"Harris II, Michael",671739,641793,single,hit_into_play,,,,,6,Michael Harris II singles on a ground ball to right fielder Luke Raley.   Eddie Rosario scores.,R,L,R,TB,ATL,X,9.0,ground_ball,1,2,2023,-0.21,-0.09,0.28,2.74,,592696.0,,2,7,Top,182.48,104.99,,,542194,,,2.3311134437544694,-121.92318369472538,-1.668687313525421,-2.549524691347384,23.72608957556553,-32.984554126147486,3.39,1.53,128.0,93.4,8.0,83.3,1107.0,5.9,717429,641793,542194,666018,670764,670623,677551,668227,642350,670042,54.55,0.56,0.504,0.9,1.0,1.0,0.0,4.0,56,4,Split-Finger,8,3,3,8,4,8,4,8,Standard,Standard,249.0,-0.017,0.848
ST,2023-07-09,79.0,-2.24,5.97,"Acuña Jr., Ronald",660670,621107,field_out,hit_into_play,,,,,4,Ronald Acuna Jr.  pops out to first baseman Jonathan Aranda in foul territory.,R,R,R,TB,ATL,X,3.0,popup,0,0,2023,1.31,0.24,-0.43,2.47,,,,2,3,Top,127.73,186.84,,,542194,,,1.5107140910516503,-115.04758278633442,-1.222499327089134,11.270379493865336,23.294778078033207,-30.06254295089181,3.56,1.63,152.0,87.1,66.0,79.0,2402.0,6.5,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,54.03,0.006,0.007,0.0,1.0,0.0,0.0,3.0,21,1,Sweeper,4,0,0,4,0,4,0,4,Standard,Standard,66.0,0.006,-0.106
FF,2023-07-09,94.1,-0.6,6.14,"Acuña Jr., Ronald",660670,641793,field_out,hit_into_play,,,,,5,Ronald Acuna Jr.  flies out to right fielder Luke Raley.,R,R,R,TB,ATL,X,9.0,fly_ball,0,1,2023,-0.51,1.58,0.2,2.54,,,671739.0,2,7,Top,202.45,96.25,,,542194,,,3.216142619711488,-136.84852002700634,-7.128526288583787,-7.142605200838561,31.30342248669257,-10.952727103182584,3.56,1.63,334.0,96.7,35.0,94.2,2128.0,6.5,717429,641793,542194,666018,670764,670623,677551,668227,642350,670042,54.02,0.211,0.375,0.0,1.0,0.0,0.0,3.0,57,2,4-Seam Fastball,8,4,4,8,4,8,4,8,Standard,Standard,206.0,0.011,-0.203
SL,2023-07-09,87.6,-0.81,6.21,"Acuña Jr., Ronald",660670,641793,,foul,,,,,8,Ronald Acuna Jr.  flies out to right fielder Luke Raley.,R,R,R,TB,ATL,S,,,0,0,2023,0.17,0.7,0.15,1.96,,,671739.0,2,7,Top,,,,,542194,,,1.952305305198316,-127.53197886645502,-5.547893532263802,1.421980371779864,27.4781826051103,-23.634380727449965,3.56,1.63,5.0,74.9,-21.0,87.4,2268.0,6.2,717429,641793,542194,666018,670764,670623,677551,668227,642350,670042,54.25,,,,,,,,57,1,Slider,8,4,4,8,4,8,4,8,Standard,Standard,179.0,0.0,-0.038
FF,2023-07-09,93.9,-0.89,5.97,"Acuña Jr., Ronald",660670,641793,field_out,hit_into_play,,,,,5,"Ronald Acuna Jr.  grounds out, second baseman Taylor Walls to first baseman Jonathan Aranda.",R,R,R,TB,ATL,X,4.0,ground_ball,3,2,2023,-0.7,1.4,0.12,2.73,,,,0,6,Top,152.25,145.95,,,542194,,,4.177098789135058,-136.589544450074,-5.775376819733068,-9.651534910693782,29.767945390783705,-13.518320069149592,3.56,1.63,15.0,105.8,-10.0,94.2,2113.0,6.4,717429,641793,542194,666018,670764,670623,677551,668227,642350,670042,54.06,0.32,0.288,0.0,1.0,0.0,0.0,2.0,45,6,4-Seam Fastball,8,2,2,8,2,8,2,8,Standard,Standard,208.0,0.006,-0.317
FS,2023-07-09,84.1,-0.62,6.36,"Acuña Jr., Ronald",660670,641793,,ball,,,,,14,"Ronald Acuna Jr.  grounds out, second baseman Taylor Walls to first baseman Jonathan Aranda.",R,R,R,TB,ATL,B,,,2,2,2023,-0.6,0.38,0.04,0.9,,,,0,6,Top,,,,,542194,,,2.719096155793446,-122.28578101066596,-6.985685682911963,-6.519023657112666,24.443548616290723,-27.21100126241637,3.61,1.63,,,,83.8,1020.0,6.2,717429,641793,542194,666018,670764,670623,677551,668227,642350,670042,54.31,,,,,,,,45,5,Split-Finger,8,2,2,8,2,8,2,8,Standard,Standard,229.0,0.0,0.103
SL,2023-07-09,86.7,-0.89,6.11,"Acuña Jr., Ronald",660670,641793,,foul,,,,,12,"Ronald Acuna Jr.  grounds out, second baseman Taylor Walls to first baseman Jonathan Aranda.",R,R,R,TB,ATL,S,,,2,1,2023,0.12,0.77,0.96,2.86,,,,0,6,Top,,,,,542194,,,4.167125361647025,-126.20674384974896,-3.115306726014328,0.3542697783851254,27.48774716257312,-23.571027430509083,3.56,1.63,180.0,73.6,63.0,86.5,2227.0,6.3,717429,641793,542194,666018,670764,670623,677551,668227,642350,670042,54.23,,,,,,,,45,4,Slider,8,2,2,8,2,8,2,8,Standard,Standard,180.0,0.0,-0.067
FF,2023-07-09,93.3,-0.92,6.09,"Acuña Jr., Ronald",660670,641793,,ball,,,,,11,"Ronald Acuna Jr.  grounds out, second baseman Taylor Walls to first baseman Jonathan Aranda.",R,R,R,TB,ATL,B,,,1,1,2023,-0.51,1.54,-0.12,4.04,,,,0,6,Top,,,,,542194,,,3.158653476501528,-135.83370730250684,-2.8535477610879183,-6.974461891892035,32.25549224001072,-12.793248863017752,3.46,1.63,,,,93.0,2201.0,6.3,717429,641793,542194,666018,670764,670623,677551,668227,642350,670042,54.24,,,,,,,,45,3,4-Seam Fastball,8,2,2,8,2,8,2,8,Standard,Standard,206.0,0.0,0.053
ST,2023-07-09,78.4,-2.38,6.06,"Acuña Jr., Ronald",660670,621107,field_out,hit_into_play,,,,,14,"Ronald Acuna Jr.  grounds out, second baseman Taylor Walls to first baseman Jonathan Aranda.",R,R,R,TB,ATL,X,4.0,ground_ball,1,1,2023,0.96,0.16,1.31,1.71,,,,0,1,Top,126.54,136.12,,,542194,,,6.195951102868232,-114.02456983327036,-2.8041569425851014,7.1833661789885,21.894084763606337,-30.487352342476186,3.56,1.63,19.0,81.1,-4.0,78.2,2442.0,6.3,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,54.25,0.157,0.15,0.0,1.0,0.0,0.0,2.0,1,3,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,63.0,0.022,-0.228
SL,2023-07-09,87.2,-1.06,6.09,"Acuña Jr., Ronald",660670,641793,,called_strike,,,,,1,"Ronald Acuna Jr.  grounds out, second baseman Taylor Walls to first baseman Jonathan Aranda.",R,R,R,TB,ATL,S,,,1,0,2023,0.09,0.8,-0.46,3.38,,,,0,6,Top,,,,,542194,,,1.2718480713924016,-127.02860037191584,-1.9672840260543665,0.7351154347496698,28.520177546068066,-23.347510218334985,3.41,1.63,,,,87.0,2219.0,6.3,717429,641793,542194,666018,670764,670623,677551,668227,642350,670042,54.18,,,,,,,,45,2,Slider,8,2,2,8,2,8,2,8,Standard,Standard,178.0,0.0,-0.046
SI,2023-07-09,92.4,-2.28,5.89,"Acuña Jr., Ronald",660670,621107,,called_strike,,,,,13,"Ronald Acuna Jr.  grounds out, second baseman Taylor Walls to first baseman Jonathan Aranda.",R,R,R,TB,ATL,S,,,1,0,2023,-1.52,0.8,-0.46,1.42,,,,0,1,Top,,,,,542194,,,7.971279267973182,-134.20747019376958,-7.311488164762437,-20.07250545344753,29.27808574375595,-21.116593267873235,3.64,1.66,,,,92.7,2094.0,6.6,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,53.93,,,,,,,,1,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,225.0,0.0,-0.046
SL,2023-07-09,87.0,-1.02,6.18,"Acuña Jr., Ronald",660670,641793,,ball,,,,,12,"Ronald Acuna Jr.  grounds out, second baseman Taylor Walls to first baseman Jonathan Aranda.",R,R,R,TB,ATL,B,,,0,0,2023,0.2,0.73,0.06,4.52,,,,0,6,Top,,,,,542194,,,2.1896452226114222,-126.69946462221944,0.715029465590727,1.6604565067707755,27.66345613293732,-24.74408867671173,3.48,1.63,,,,86.8,2196.0,6.3,717429,641793,542194,666018,670764,670623,677551,668227,642350,670042,54.21,,,,,,,,45,1,Slider,8,2,2,8,2,8,2,8,Standard,Standard,176.0,0.0,0.036
FC,2023-07-09,88.4,-2.27,6.01,"Acuña Jr., Ronald",660670,621107,,ball,,,,,14,"Ronald Acuna Jr.  grounds out, second baseman Taylor Walls to first baseman Jonathan Aranda.",R,R,R,TB,ATL,B,,,0,0,2023,-0.06,0.85,1.27,1.22,,,,0,1,Top,,,,,542194,,,8.766186085306654,-128.43171806767248,-7.426017595368341,-2.3604816838149083,24.86293729735468,-21.373730402145263,3.48,1.63,,,,88.8,2145.0,6.5,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,54.0,,,,,,,,1,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,213.0,0.0,0.036
CH,2023-07-09,86.8,-2.12,6.03,"Albies, Ozzie",645277,621107,single,hit_into_play,,,,,4,Ozzie Albies singles on a ground ball to right fielder Luke Raley.,R,L,R,TB,ATL,X,9.0,ground_ball,2,2,2023,-0.76,0.3,-0.4,2.58,,,,0,4,Top,174.78,135.03,,,542194,,,5.705148928590075,-126.3658683186194,-2.7778732357978573,-9.241593825232425,22.99502735264192,-28.582113658594608,3.19,1.57,46.0,90.2,0.0,87.8,1521.0,6.6,717429,621107,542194,666018,670764,670623,677551,668227,642350,670042,53.86,0.3,0.293,0.9,1.0,1.0,0.0,2.0,26,8,Changeup,4,0,0,4,0,4,0,4,Infield shade,Standard,231.0,-0.029,0.412
