pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,2023-07-14,96.0,-2.47,5.8,"Acuña Jr., Ronald",660670,656629,,ball,,,,,14,Ronald Acuna Jr.  walks.,R,R,R,ATL,CWS,B,,,0,0,2023,-0.66,1.59,1.41,1.2,,,,0,1,Bot,,,,,518735,,,11.856567084019437,-138.98423333828532,-10.195018279343683,-11.237886249224166,31.36181112868239,-9.367974368641802,3.36,1.65,,,,96.6,2595.0,6.9,717414,656629,518735,683734,621545,669394,641313,643217,673357,693049,53.59,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,219.0,0.0,0.036
FF,2023-07-14,92.9,-1.64,5.59,"Albies, Ozzie",645277,657053,sac_fly,hit_into_play,,,,,5,Ozzie Albies out on a sacrifice fly to right fielder Oscar Colas.   Orlando Arcia scores.,R,L,R,ATL,CWS,X,9.0,line_drive,1,1,2023,-0.7,1.1,-0.26,2.29,606115.0,671739.0,660670.0,0,6,Bot,184.7,101.91,,,518735,,,5.135760795503832,-135.28018138789932,-5.191745857541454,-9.666508336205297,27.954160291268547,-17.712189278531955,3.24,1.58,282.0,102.1,19.0,94.7,2243.0,7.2,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.34,0.44,0.537,0.0,1.0,0.0,0.0,5.0,47,3,4-Seam Fastball,4,0,4,0,0,5,5,0,Standard,Standard,225.0,-0.001,-0.405
CU,2023-07-14,76.7,-1.41,5.98,"Albies, Ozzie",645277,657053,,ball,,,,,11,Ozzie Albies out on a sacrifice fly to right fielder Oscar Colas.   Orlando Arcia scores.,R,L,R,ATL,CWS,B,,,0,1,2023,1.02,-0.89,-1.53,2.4,606115.0,671739.0,660670.0,0,6,Bot,,,,,518735,,,-2.131404666355199,-111.74869711879845,1.0622914922135145,8.900683417373434,20.155935031757465,-40.07766846714732,3.06,1.58,,,,77.8,2396.0,7.0,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.51,,,,,,,,47,2,Curveball,4,0,4,0,0,4,4,0,Standard,Standard,37.0,0.0,0.091
FF,2023-07-14,93.6,-1.75,5.64,"Albies, Ozzie",645277,657053,,swinging_strike,,,,,5,Ozzie Albies out on a sacrifice fly to right fielder Oscar Colas.   Orlando Arcia scores.,R,L,R,ATL,CWS,S,,,0,0,2023,-0.58,1.27,-0.22,2.25,606115.0,671739.0,660670.0,0,6,Bot,,,,,518735,,,5.313141222066298,-136.20846568309375,-5.910657361719259,-8.405330630586636,28.368870047256724,-15.312471962689145,3.24,1.58,,,,95.2,2334.0,7.1,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.42,,,,,,,,47,1,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,223.0,0.0,-0.106
FS,2023-07-14,89.5,-1.65,5.71,"Albies, Ozzie",645277,657053,field_out,hit_into_play,,,,,4,"Ozzie Albies grounds out sharply, second baseman Zach Remillard to first baseman Andrew Vaughn.   Michael Harris II to 3rd.",R,L,R,ATL,CWS,X,4.0,ground_ball,0,1,2023,-0.92,0.5,-0.77,2.19,,671739.0,,1,4,Bot,154.29,148.64,,,518735,,,4.190054891389451,-130.36392980961875,-3.8887150951810328,-11.354621047481958,24.278693835997515,-25.84915338247116,3.24,1.58,124.0,102.4,6.0,91.7,1747.0,7.3,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.17,0.631,0.583,0.0,1.0,0.0,0.0,4.0,32,2,Split-Finger,4,0,4,0,0,4,4,0,Standard,Standard,231.0,-0.008,-0.291
CU,2023-07-14,76.7,-1.52,5.89,"Albies, Ozzie",645277,657053,,foul,,,,,7,"Ozzie Albies grounds out sharply, second baseman Zach Remillard to first baseman Andrew Vaughn.   Michael Harris II to 3rd.",R,L,R,ATL,CWS,S,,,0,0,2023,0.91,-0.99,-0.38,1.48,,671739.0,,1,4,Bot,,,,,518735,,,0.7800741484922333,-111.697471940733,-0.4969803163882884,7.420026125891192,21.37558955949281,-40.52575327324449,3.24,1.58,,,,77.7,2403.0,7.1,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.4,,,,,,,,32,1,Curveball,4,0,4,0,0,4,4,0,Standard,Standard,47.0,0.0,-0.047
FC,2023-07-14,93.0,-2.74,6.1,"Albies, Ozzie",645277,543766,double,hit_into_play,,,,,7,Ozzie Albies doubles (16) on a line drive to center fielder Luis Robert Jr.  Orlando Arcia scores.    Michael Harris II scores.,R,L,R,ATL,CWS,X,8.0,line_drive,2,0,2023,0.41,0.44,-0.28,1.8,606115.0,671739.0,,2,7,Bot,153.9,53.54,,,518735,,,5.351183977117048,-135.32839078634456,-6.21570445110509,3.951526807955669,28.54454831267358,-25.620138195288387,3.24,1.58,339.0,96.5,22.0,92.5,2510.0,5.9,717414,543766,518735,683734,621545,669394,641313,643217,673357,693049,54.59,0.297,0.391,1.25,1.0,1.0,1.0,5.0,60,3,Cutter,7,0,7,0,0,9,9,0,Standard,Standard,178.0,0.002,1.633
CU,2023-07-14,80.7,-2.59,6.28,"Albies, Ozzie",645277,543766,,ball,,,,,11,Ozzie Albies doubles (16) on a line drive to center fielder Luis Robert Jr.  Orlando Arcia scores.    Michael Harris II scores.,R,L,R,ATL,CWS,B,,,1,0,2023,0.69,-0.92,-1.28,4.2,606115.0,671739.0,,2,7,Bot,,,,,518735,,,1.598400671956675,-117.50150113783911,3.755779858649589,6.049963212701207,22.71727703058788,-41.60630661126943,3.17,1.58,,,,80.2,2117.0,6.0,717414,543766,518735,683734,621545,669394,641313,643217,673357,693049,54.55,,,,,,,,60,2,Curveball,7,0,7,0,0,7,7,0,Standard,Standard,32.0,0.0,0.074
FC,2023-07-14,93.0,-2.76,6.14,"Albies, Ozzie",645277,543766,,ball,,,,,14,Ozzie Albies doubles (16) on a line drive to center fielder Luis Robert Jr.  Orlando Arcia scores.    Michael Harris II scores.,R,L,R,ATL,CWS,B,,,0,0,2023,0.54,0.42,0.56,1.28,606115.0,671739.0,,2,7,Bot,,,,,518735,,,7.310852145750903,-135.1640137865438,-7.598935739069162,5.090257046311002,27.749467941439704,-25.57356006742435,3.31,1.58,,,,92.6,2468.0,6.0,717414,543766,518735,683734,621545,669394,641313,643217,673357,693049,54.52,,,,,,,,60,1,Cutter,7,0,7,0,0,7,7,0,Standard,Standard,188.0,0.0,0.035
SI,2023-07-14,93.7,-1.82,5.59,"Albies, Ozzie",645277,657053,single,hit_into_play,,,,,8,"Ozzie Albies singles on a line drive to right fielder Oscar Colas.  Ozzie Albies out at 2nd on the throw, right fielder Oscar Colas to shortstop Tim Anderson.",R,L,R,ATL,CWS,X,9.0,line_drive,3,1,2023,-1.29,0.58,-0.26,1.5,,,,0,2,Bot,199.21,114.88,,,518735,,,6.996655236968894,-136.29593376342623,-6.241571035641264,-17.612181135637528,28.5384844410906,-23.76537511776911,3.24,1.58,164.0,94.0,11.0,95.4,2234.0,7.2,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.32,0.786,0.712,0.9,1.0,1.0,0.0,4.0,17,5,Sinker,4,0,4,0,0,4,4,0,Standard,Standard,228.0,-0.008,0.23
FS,2023-07-14,85.9,-1.56,5.68,"Albies, Ozzie",645277,657053,,ball,,,,,11,"Ozzie Albies singles on a line drive to right fielder Oscar Colas.  Ozzie Albies out at 2nd on the throw, right fielder Oscar Colas to shortstop Tim Anderson.",R,L,R,ATL,CWS,B,,,2,1,2023,-0.76,0.3,-1.37,3.06,,,,0,2,Bot,,,,,518735,,,2.028154228414836,-125.14391871754673,-0.6322731339463905,-8.42510069563427,22.90771228047369,-29.11959277376124,3.13,1.58,,,,87.5,1685.0,7.0,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.46,,,,,,,,17,4,Split-Finger,4,0,4,0,0,4,4,0,Infield shade,Standard,235.0,0.0,0.116
FF,2023-07-14,94.6,-2.53,5.82,"Albies, Ozzie",645277,656629,hit_by_pitch,hit_by_pitch,,,,,12,Ozzie Albies hit by pitch.,R,L,R,ATL,CWS,B,,,2,0,2023,-0.27,1.35,1.83,3.29,,660670.0,,0,1,Bot,,,,,518735,,,12.040367075022433,-137.28906560779728,-3.961550313511692,-5.900521340996868,28.0605895944372,-14.321174322640031,3.24,1.58,,,,95.4,2450.0,6.8,717414,656629,518735,683734,621545,669394,641313,643217,673357,693049,53.75,,,0.7,1.0,0.0,0.0,,5,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,210.0,0.027,0.243
FF,2023-07-14,94.1,-1.82,5.66,"Albies, Ozzie",645277,657053,,foul,,,,,8,"Ozzie Albies singles on a line drive to right fielder Oscar Colas.  Ozzie Albies out at 2nd on the throw, right fielder Oscar Colas to shortstop Tim Anderson.",R,L,R,ATL,CWS,S,,,2,0,2023,-0.64,0.94,0.08,1.91,,,,0,2,Bot,,,,,518735,,,6.444105619762361,-136.83639298783268,-6.17817072860316,-9.466093851509326,29.32594117843122,-19.165436575403053,3.24,1.58,247.0,91.5,19.0,95.6,2172.0,7.1,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.38,,,,,,,,17,3,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,225.0,0.0,-0.058
FF,2023-07-14,95.0,-2.52,5.72,"Albies, Ozzie",645277,656629,,ball,,,,,11,Ozzie Albies hit by pitch.,R,L,R,ATL,CWS,B,,,1,0,2023,-0.86,1.32,-0.2,3.79,,,660670.0,0,1,Bot,,,,,518735,,,8.112280175816593,-138.11117020067476,-2.3702072465920345,-12.813478236804832,30.716085971099083,-14.961274081936292,3.17,1.58,,,,96.3,2533.0,7.1,717414,656629,518735,683734,621545,669394,641313,643217,673357,693049,53.44,,,,,,,,5,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,215.0,0.024,0.082
FF,2023-07-14,93.4,-2.52,5.72,"Albies, Ozzie",645277,656629,,ball,,,,,9,Ozzie Albies hit by pitch.,R,L,R,ATL,CWS,B,,,0,0,2023,-0.59,1.32,0.67,2.02,,,660670.0,0,1,Bot,,,,,518735,,,9.590767904895449,-135.64838068072208,-6.698847593152754,-9.322506469767408,29.176281356385505,-14.587964027313904,3.28,1.51,,,,94.1,2480.0,6.8,717414,656629,518735,683734,621545,669394,641313,643217,673357,693049,53.71,,,,,,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,216.0,0.0,0.045
FS,2023-07-14,87.8,-1.66,5.72,"Albies, Ozzie",645277,657053,,ball,,,,,13,"Ozzie Albies singles on a line drive to right fielder Oscar Colas.  Ozzie Albies out at 2nd on the throw, right fielder Oscar Colas to shortstop Tim Anderson.",R,L,R,ATL,CWS,B,,,1,0,2023,-0.93,0.14,-0.66,1.36,,,,0,2,Bot,,,,,518735,,,4.423299196641627,-127.89480413045465,-4.809085529308839,-11.097119388820229,24.969219737990013,-29.9080391615862,3.17,1.58,,,,89.4,1724.0,7.1,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.43,,,,,,,,17,2,Split-Finger,4,0,4,0,0,4,4,0,Infield shade,Standard,236.0,0.0,0.064
SI,2023-07-14,93.9,-1.87,5.62,"Albies, Ozzie",645277,657053,,ball,,,,,11,"Ozzie Albies singles on a line drive to right fielder Oscar Colas.  Ozzie Albies out at 2nd on the throw, right fielder Oscar Colas to shortstop Tim Anderson.",R,L,R,ATL,CWS,B,,,0,0,2023,-1.1,0.57,-1.12,2.41,,,,0,2,Bot,,,,,518735,,,4.44142946639654,-136.68831443912438,-3.934917111196255,-14.75932231670188,28.189871746565547,-24.4277836529538,3.19,1.58,,,,95.5,2203.0,7.1,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.43,,,,,,,,17,1,Sinker,4,0,4,0,0,4,4,0,Infield shade,Standard,222.0,0.0,0.036
CU,2023-07-14,77.4,-1.26,5.99,"Olson, Matt",621566,657053,field_out,hit_into_play,,,,,8,Matt Olson flies out sharply to right fielder Oscar Colas.,R,L,R,ATL,CWS,X,9.0,fly_ball,3,2,2023,0.55,-1.14,0.18,1.82,,671739.0,660670.0,2,6,Bot,173.38,86.28,,,518735,,,2.093713130180506,-112.71628834148326,0.1330894773743349,4.291074967940131,20.39891930188084,-42.12029614646847,3.54,1.72,302.0,100.3,49.0,78.9,2320.0,7.3,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.2,0.02,0.028,0.0,1.0,0.0,0.0,3.0,49,6,Curveball,5,0,5,0,0,5,5,0,Standard,Standard,37.0,-0.004,-0.494
FS,2023-07-14,86.2,-1.53,5.67,"Olson, Matt",621566,657053,,called_strike,,,,,2,Matt Olson flies out sharply to right fielder Oscar Colas.,R,L,R,ATL,CWS,S,,,3,1,2023,-0.74,0.28,-0.27,2.96,,671739.0,660670.0,2,6,Bot,,,,,518735,,,4.586603446438473,-125.61214691895388,-0.8784113148421263,-8.679134247996451,21.57141525936134,-29.259149067867256,3.29,1.72,,,,88.4,1540.0,7.2,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.25,,,,,,,,49,5,Split-Finger,5,0,5,0,0,5,5,0,Standard,Standard,237.0,0.0,-0.076
FF,2023-07-14,92.7,-1.59,5.59,"Olson, Matt",621566,657053,,foul,,,,,8,Matt Olson flies out sharply to right fielder Oscar Colas.,R,L,R,ATL,CWS,S,,,3,0,2023,-0.88,1.13,0.0,2.01,,671739.0,660670.0,2,6,Bot,,,,,518735,,,6.078036088307231,-134.81385309233306,-5.905772900067513,-12.057224580033758,28.62619674311515,-17.337695854427846,3.54,1.72,243.0,87.6,59.0,94.2,2200.0,7.1,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.36,,,,,,,,49,4,4-Seam Fastball,5,0,5,0,0,5,5,0,Standard,Standard,221.0,0.0,-0.089
FF,2023-07-14,93.7,-1.68,5.62,"Olson, Matt",621566,657053,,ball,,,,,13,Matt Olson flies out sharply to right fielder Oscar Colas.,R,L,R,ATL,CWS,B,,,2,0,2023,-0.91,1.18,-1.55,2.32,,671739.0,660670.0,2,6,Bot,,,,,518735,,,2.375634992086084,-136.463223183969,-5.522165342215437,-11.863895678598832,28.29288748409008,-16.409027505882072,3.31,1.72,,,,95.3,2242.0,7.0,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.46,,,,,,,,49,3,4-Seam Fastball,5,0,5,0,0,5,5,0,Standard,Standard,221.0,0.0,0.107
FS,2023-07-14,86.8,-1.63,5.62,"Olson, Matt",621566,657053,,ball,,,,,14,Matt Olson flies out sharply to right fielder Oscar Colas.,R,L,R,ATL,CWS,B,,,1,0,2023,-1.0,0.19,0.06,1.34,,671739.0,660670.0,2,6,Bot,,,,,518735,,,6.214275388022148,-126.32086865321348,-4.599506492867685,-11.945235863899969,22.89086499386053,-29.429510979876564,3.24,1.72,,,,88.6,1678.0,7.2,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.32,,,,,,,,49,2,Split-Finger,5,0,5,0,0,5,5,0,Standard,Standard,237.0,0.0,0.033
FS,2023-07-14,87.5,-1.65,5.7,"Olson, Matt",621566,657053,,ball,,,,,13,Matt Olson flies out sharply to right fielder Oscar Colas.,R,L,R,ATL,CWS,B,,,0,0,2023,-1.06,0.44,-1.24,2.12,,671739.0,660670.0,2,6,Bot,,,,,518735,,,3.232209322673218,-127.44426566682884,-3.510236857240139,-12.20877096153598,23.692077744428826,-26.888936806880007,3.33,1.72,,,,89.4,1709.0,7.2,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.29,,,,,,,,49,1,Split-Finger,5,0,5,0,0,5,5,0,Standard,Standard,235.0,0.0,0.048
FF,2023-07-14,93.9,-1.71,5.6,"Olson, Matt",621566,657053,field_out,hit_into_play,,,,,6,"Matt Olson grounds out, second baseman Zach Remillard to first baseman Andrew Vaughn.",R,L,R,ATL,CWS,X,4.0,ground_ball,2,1,2023,-0.66,1.1,0.36,2.36,671739.0,,663586.0,2,4,Bot,154.9,149.25,,,518735,,,6.940444629032242,-136.66664172089256,-5.232291404264778,-9.676581194842448,27.71874429601744,-17.468642372505744,3.54,1.72,48.0,91.7,0.0,96.0,2188.0,7.3,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.19,0.326,0.299,0.0,1.0,0.0,0.0,2.0,34,4,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,228.0,-0.014,-0.558
CU,2023-07-14,77.1,-1.46,5.93,"Olson, Matt",621566,657053,,called_strike,,,,,8,"Matt Olson grounds out, second baseman Zach Remillard to first baseman Andrew Vaughn.",R,L,R,ATL,CWS,S,,,2,0,2023,0.95,-1.05,-0.01,2.2,671739.0,,663586.0,2,4,Bot,,,,,518735,,,1.3588604405900924,-112.23012000832072,0.9990298832497976,7.778484645231421,20.68670516034759,-41.47331033503018,3.31,1.72,,,,78.2,2467.0,7.1,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.44,,,,,,,,34,3,Curveball,4,0,4,0,0,4,4,0,Standard,Standard,44.0,0.0,-0.111
CU,2023-07-14,76.8,-1.51,5.94,"Olson, Matt",621566,657053,,ball,,,,,13,"Matt Olson grounds out, second baseman Zach Remillard to first baseman Andrew Vaughn.",R,L,R,ATL,CWS,B,,,1,0,2023,0.9,-1.03,-0.74,1.58,671739.0,,663586.0,2,4,Bot,,,,,518735,,,-0.0003018816198834,-111.90958119804672,-0.3374344418101287,7.5125596847870355,21.46898351250337,-40.913258048698765,3.24,1.72,,,,77.8,2478.0,7.1,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.43,,,,,,,,34,2,Curveball,4,0,4,0,0,4,4,0,Standard,Standard,43.0,0.0,0.07
FF,2023-07-14,93.3,-1.75,5.69,"Olson, Matt",621566,657053,,ball,,,,,11,"Matt Olson grounds out, second baseman Zach Remillard to first baseman Andrew Vaughn.",R,L,R,ATL,CWS,B,,,0,0,2023,-0.58,1.11,-0.44,4.05,671739.0,,663586.0,2,4,Bot,,,,,518735,,,4.720781031058178,-135.94299427078576,-0.9469384778278688,-8.189363060050805,27.81622141118553,-18.31775087469483,3.33,1.72,,,,95.1,2252.0,7.1,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.37,,,,,,,,34,1,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,226.0,0.0,0.07
FF,2023-07-14,94.8,-1.65,5.61,"Olson, Matt",621566,657053,hit_by_pitch,hit_by_pitch,,,,,14,Matt Olson hit by pitch.,R,L,R,ATL,CWS,B,,,2,2,2023,-0.79,1.21,2.61,1.91,,,,2,2,Bot,,,,,518735,,,13.055493253575913,-137.49362403208346,-6.826997049704837,-12.649424146863678,27.400370636499225,-15.38363407154433,3.54,1.72,,,,96.4,2252.0,7.1,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.36,,,0.7,1.0,0.0,0.0,,19,5,4-Seam Fastball,4,0,4,0,0,4,4,0,Strategic,Standard,225.0,0.005,0.15
CU,2023-07-14,75.9,-1.57,5.93,"Olson, Matt",621566,657053,,foul,,,,,8,Matt Olson hit by pitch.,R,L,R,ATL,CWS,S,,,2,1,2023,1.03,-1.13,-0.1,1.93,,,,2,2,Bot,,,,,518735,,,1.2402797365691889,-110.50123124069276,0.8144345913770503,8.130952957314557,21.38204424619205,-41.74178002106044,3.54,1.72,5.0,84.3,-23.0,76.9,2521.0,7.1,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.35,,,,,,,,19,4,Curveball,4,0,4,0,0,4,4,0,Strategic,Standard,43.0,0.0,-0.031
FS,2023-07-14,87.5,-1.79,5.73,"Olson, Matt",621566,657053,,ball,,,,,11,Matt Olson hit by pitch.,R,L,R,ATL,CWS,B,,,1,1,2023,-0.83,0.33,-2.01,2.91,,,,2,2,Bot,,,,,518735,,,1.1940261252538122,-127.56384639307088,-1.463652165634481,-9.367272983802392,23.06069556888968,-28.45808495535864,3.33,1.72,,,,89.3,1671.0,7.0,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.47,,,,,,,,19,3,Split-Finger,4,0,4,0,0,4,4,0,Strategic,Standard,232.0,0.0,0.02
FF,2023-07-14,93.4,-2.38,5.93,"Olson, Matt",621566,656629,home_run,hit_into_play,,,,,9,Matt Olson hits a grand slam (30) to right center field.   Ronald Acuna Jr.  scores.    Ozzie Albies scores.    Austin Riley scores.,R,L,R,ATL,CWS,X,,fly_ball,1,0,2023,-0.71,1.34,0.74,2.24,660670.0,645277.0,663586.0,0,1,Bot,201.94,41.51,,,518735,,,9.660728884939967,-135.62551444398912,-6.7377744758527065,-10.869702250007416,28.34063001632508,-14.320760223544792,3.54,1.72,430.0,110.3,24.0,94.2,2438.0,6.8,717414,656629,518735,683734,621545,669394,641313,643217,673357,693049,53.74,0.991,1.948,2.0,1.0,0.0,3.0,6.0,7,2,4-Seam Fastball,0,0,0,0,0,4,4,0,Standard,Standard,214.0,0.164,2.143
SI,2023-07-14,93.5,-1.89,5.65,"Olson, Matt",621566,657053,,ball,,,,,13,Matt Olson hit by pitch.,R,L,R,ATL,CWS,B,,,0,1,2023,-1.12,0.61,-1.48,2.33,,,,2,2,Bot,,,,,518735,,,3.5894447786981964,-136.22290297677432,-4.260114438839105,-14.733289582432937,28.049392636544862,-23.86378514233078,3.36,1.72,,,,95.0,2211.0,7.0,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.54,,,,,,,,19,2,Sinker,4,0,4,0,0,4,4,0,Strategic,Standard,223.0,0.0,0.012
CU,2023-07-14,78.9,-2.46,5.97,"Olson, Matt",621566,656629,,ball,,,,,11,Matt Olson hits a grand slam (30) to right center field.   Ronald Acuna Jr.  scores.    Ozzie Albies scores.    Austin Riley scores.,R,L,R,ATL,CWS,B,,,0,0,2023,0.41,-0.43,-1.84,5.62,660670.0,645277.0,663586.0,0,1,Bot,,,,,518735,,,0.6020616541886912,-114.72919793277686,6.831947822590173,3.528528369911247,20.06926084780717,-37.40044291006002,3.29,1.72,,,,79.2,2311.0,6.4,717414,656629,518735,683734,621545,669394,641313,643217,673357,693049,54.07,,,,,,,,7,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,62.0,0.0,0.097
CU,2023-07-14,76.2,-1.64,5.9,"Olson, Matt",621566,657053,,called_strike,,,,,4,Matt Olson hit by pitch.,R,L,R,ATL,CWS,S,,,0,0,2023,0.92,-1.12,-0.73,2.55,,,,2,2,Bot,,,,,518735,,,0.267798735981838,-110.95156049032217,2.0664248276020127,7.513787640235626,20.321968184643048,-41.98839212140679,3.24,1.7,,,,77.1,2500.0,7.0,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.53,,,,,,,,19,1,Curveball,4,0,4,0,0,4,4,0,Strategic,Standard,47.0,0.0,-0.017
CU,2023-07-14,82.4,3.2,6.07,"Olson, Matt",621566,621383,field_out,hit_into_play,,,,,8,Matt Olson flies out sharply to center fielder Luis Robert Jr.,R,L,L,ATL,CWS,X,8.0,fly_ball,1,2,2023,-1.14,0.32,0.15,2.01,,,,0,8,Bot,121.27,50.06,,,656024,,,-4.6864886468899405,-119.93689738749212,-3.270496445994171,-9.988618817553425,24.860643623241103,-28.64913928758325,3.54,1.72,368.0,103.9,41.0,81.8,2357.0,6.0,717414,621383,656024,683734,621545,669394,641313,643217,673357,693049,54.5,0.24,0.446,0.0,1.0,0.0,0.0,5.0,66,4,Curveball,9,0,9,0,0,9,9,0,Strategic,Standard,283.0,0.0,-0.173
SL,2023-07-14,86.3,2.84,6.37,"Olson, Matt",621566,621383,,foul,,,,,7,Matt Olson flies out sharply to center fielder Luis Robert Jr.,R,L,L,ATL,CWS,S,,,1,1,2023,-0.33,0.46,-0.4,2.23,,,,0,8,Bot,,,,,656024,,,-6.967401870596151,-125.55900160711472,-4.60738412171525,-2.3003238742397416,21.736042071057927,-26.61206850439624,3.54,1.72,238.0,77.3,49.0,86.0,2309.0,5.8,717414,621383,656024,683734,621545,669394,641313,643217,673357,693049,54.69,,,,,,,,66,3,Slider,9,0,9,0,0,9,9,0,Strategic,Standard,198.0,0.0,-0.055
SL,2023-07-14,86.0,2.62,6.31,"Olson, Matt",621566,621383,,ball,,,,,13,Matt Olson flies out sharply to center fielder Luis Robert Jr.,R,L,L,ATL,CWS,B,,,0,1,2023,-0.4,0.37,-1.82,0.89,,,,0,8,Bot,,,,,656024,,,-9.672865011917054,-124.8512164702136,-7.374801693740004,-2.498496362201326,21.83665706230178,-27.0859991473382,3.33,1.72,,,,86.0,2393.0,6.1,717414,621383,656024,683734,621545,669394,641313,643217,673357,693049,54.36,,,,,,,,66,2,Slider,9,0,9,0,0,9,9,0,Strategic,Standard,199.0,0.0,0.028
SL,2023-07-14,86.5,2.81,6.43,"Olson, Matt",621566,621383,,called_strike,,,,,2,Matt Olson flies out sharply to center fielder Luis Robert Jr.,R,L,L,ATL,CWS,S,,,0,0,2023,-0.29,0.44,0.07,3.03,,,,0,8,Bot,,,,,656024,,,-5.9016330756725885,-126.06912637164818,-2.8896272091503006,-2.154099923247879,21.31143311038256,-27.138387674343587,3.36,1.72,,,,86.4,2366.0,5.7,717414,621383,656024,683734,621545,669394,641313,643217,673357,693049,54.76,,,,,,,,66,1,Slider,9,0,9,0,0,9,9,0,Strategic,Standard,184.0,0.0,-0.038
CU,2023-07-14,77.6,-1.31,6.0,"Riley, Austin",663586,657053,field_out,hit_into_play,,,,,8,Austin Riley lines out to third baseman Jake Burger.,R,R,R,ATL,CWS,X,5.0,line_drive,0,2,2023,0.9,-1.19,0.26,2.06,,671739.0,660670.0,1,6,Bot,103.39,165.61,,,518735,,,1.7583813592955566,-113.02240044757824,0.7555600628287433,7.282412115743583,22.254354132661994,-42.73378382756948,3.51,1.67,124.0,94.0,7.0,78.9,2536.0,7.3,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.18,0.517,0.465,0.0,1.0,0.0,0.0,4.0,48,3,Curveball,5,0,5,0,0,5,5,0,Standard,Standard,37.0,-0.004,-0.288
SI,2023-07-14,92.3,-1.7,5.6,"Riley, Austin",663586,657053,,swinging_strike,,,,,14,Austin Riley lines out to third baseman Jake Burger.,R,R,R,ATL,CWS,S,,,0,1,2023,-1.3,0.39,0.39,1.01,,671739.0,660670.0,1,6,Bot,,,,,518735,,,8.27617135728581,-134.06219192757317,-6.774693199356399,-17.526404319280516,29.481068504046025,-26.19851335930128,3.51,1.67,,,,93.7,2273.0,7.2,717414,657053,518735,683734,621545,669394,641313,643217,673357,693049,53.25,,,,,,,,48,2,Sinker,5,0,5,0,0,5,5,0,Standard,Standard,223.0,0.0,-0.097
